No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000164	19720314140546	1972.03.14	14:05:46.60	39.3200	29.4700	038.0	5.6	0.0	5.5	5.6	5.2	5.3	Ke	KONUS-EMET (KÜTAHYA) [South East  4.4 km]
000165	19720120021506	1972.01.20	02:15:06.90	36.6400	27.2300	034.0	5.1	4.8	0.0	5.1	4.8	4.8	Ke	ONIKI ADALAR (AKDENIZ)
000166	19711122192645	1971.11.22	19:26:45.70	35.3400	27.8100	034.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	AKDENIZ
000167	19711112123050	1971.11.12	12:30:50.90	36.6100	27.0900	023.0	5.2	5.1	4.8	5.0	5.2	4.7	Ke	ONIKI ADALAR (AKDENIZ)
000168	19711106194347	1971.11.06	19:43:47.50	39.0200	29.7800	016.0	5.3	5.0	4.8	5.3	5.1	5.0	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [North West  3.0 km]
000169	19711016094535	1971.10.16	09:45:35.80	36.6300	28.5400	061.0	5.1	4.8	0.0	5.1	4.8	4.8	Ke	DALYAN AÇIKLARI-MUGLA (AKDENIZ)
000170	19710928051025	1971.09.28	05:10:25.90	37.2100	30.1500	032.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	GUMUSLU-KORKUTELI (ANTALYA) [North West  3.8 km]
000171	19710921164852	1971.09.21	16:48:52.10	37.2700	30.1700	042.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	YESILYAYLA-KORKUTELI (ANTALYA) [North West  6.3 km]
000172	19710909151006	1971.09.09	15:10:06.70	37.3400	30.1800	049.0	5.5	5.2	5.1	5.5	5.3	5.2	Ke	AKCAOREN-KEMER (BURDUR) [South East  7.1 km]
000173	19710908170110	1971.09.08	17:01:10.00	37.2200	30.1200	006.0	5.2	4.9	4.6	5.2	4.9	4.9	Ke	TASKESIGI-KORKUTELI (ANTALYA) [East 4.0 km]
000174	19710817042933	1971.08.17	04:29:33.40	37.0900	36.7700	035.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	TOPLAMALAR-NURDAGI (GAZIANTEP) [North West  1.1 km]
000175	19710711201256	1971.07.11	20:12:56.20	37.1600	36.8500	019.0	5.3	5.2	5.2	5.3	5.3	5.0	Ke	ICERISU-NURDAGI (GAZIANTEP) [South East  0.9 km]
000176	19710701121330	1971.07.01	12:13:30.80	36.3600	43.4600	045.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	IRAK
000177	19710629090812	1971.06.29	09:08:12.00	37.1100	36.8500	035.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	DURMUSLAR-NURDAGI (GAZIANTEP) [North East  1.6 km]
000178	19710629042631	1971.06.29	04:26:31.90	37.5100	29.8700	029.0	5.0	4.7	5.0	5.0	4.7	4.9	Ke	BASKUYU-YESILOVA (BURDUR) [North West  0.8 km]
000179	19710628233742	1971.06.28	23:37:42.70	37.6100	29.8700	023.0	5.0	4.8	4.9	5.0	4.8	4.9	Ke	HARMANLI-YESILOVA (BURDUR) [North West  4.2 km]
000180	19710619002716	1971.06.19	00:27:16.70	37.1600	29.6400	034.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	KAYACIK-CAVDIR (BURDUR) [South West  1.8 km]
000181	19710615225541	1971.06.15	22:55:41.20	37.0300	29.0400	003.0	5.5	0.0	5.5	4.7	4.4	4.6	Ke	KARACAM-KOYCEGIZ (MUGLA) [North East  1.0 km]
000182	19710610093153	1971.06.10	09:31:53.90	39.0200	29.6300	033.0	5.3	4.5	4.7	5.3	5.1	5.0	Ke	GOYNUK-GEDIZ (KÜTAHYA) [North West  1.1 km]
000183	19710608234253	1971.06.08	23:42:53.60	37.5500	29.7900	011.0	5.1	4.8	5.0	5.1	4.8	4.8	Ke	KARAATLI-YESILOVA (BURDUR) [North 3.3 km]
000184	19710608165926	1971.06.08	16:59:26.60	37.4800	29.8100	021.0	5.0	4.8	5.0	5.0	4.8	4.7	Ke	BEDIRLI-YESILOVA (BURDUR) [North West  3.1 km]
000185	19710525054326	1971.05.25	05:43:26.10	39.0500	29.7100	016.0	6.0	5.8	5.7	6.0	5.9	5.7	Ke	TOKUL-ASLANAPA (KÜTAHYA) [West 5.2 km]
000186	19710523201121	1971.05.23	20:11:21.50	37.4800	29.9500	035.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	MURSELLER-KARAMANLI (BURDUR) [North East  3.9 km]
000187	19710522183531	1971.05.22	18:35:31.80	39.0800	40.6300	041.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KABACALI-ADAKLI (BINGOL) [South West  5.2 km]
000188	19710522173418	1971.05.22	17:34:18.30	38.9200	40.6500	026.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KARDESLER- (BINGOL) [North West  1.0 km]
000189	19710522164359	1971.05.22	16:43:59.30	38.8500	40.5200	003.0	6.8	6.7	0.0	6.1	6.8	5.9	Ke	GUVECLI- (BINGOL) [North West  0.7 km]
000190	19710521094113	1971.05.21	09:41:13.30	37.5200	29.6500	012.0	5.0	4.8	4.8	5.0	4.8	4.9	Ke	SALDA-YESILOVA (BURDUR) [South East  2.5 km]
000191	19710520030644	1971.05.20	03:06:44.60	37.5800	29.9800	023.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	YARISLI-YESILOVA (BURDUR) [South East  3.9 km]
000192	19710517141619	1971.05.17	14:16:19.00	37.6700	29.8700	039.0	5.1	4.8	4.6	5.1	4.8	4.8	Ke	ALANKOY-YESILOVA (BURDUR) [South East  2.3 km]
000193	19710516092458	1971.05.16	09:24:58.30	37.5500	29.8100	003.0	5.0	4.8	4.8	5.0	4.8	4.9	Ke	KAVAK-YESILOVA (BURDUR) [South 3.8 km]
000194	19710513132839	1971.05.13	13:28:39.30	37.6700	29.9900	027.0	5.0	4.7	4.6	5.0	4.7	4.7	Ke	YAYLABELI- (BURDUR) [South West  2.7 km]
000195	19710513044529	1971.05.13	04:45:29.10	37.4900	29.7800	023.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	YESILOVA (BURDUR) [South East  3.0 km]
000196	19710512125725	1971.05.12	12:57:25.00	37.5800	29.6000	033.0	5.6	0.0	5.6	5.6	5.2	5.3	Ke	DUDEN-YESILOVA (BURDUR) [South East  3.8 km]
000197	19710512101025	1971.05.12	10:10:25.40	37.5100	29.7100	029.0	5.4	5.1	5.4	5.4	5.2	5.1	Ke	KAYADIBI-YESILOVA (BURDUR) [South West  2.9 km]
000198	19710512062515	1971.05.12	06:25:15.40	37.6400	29.7200	030.0	5.9	5.7	5.8	5.8	5.9	5.5	Ke	BAYINDIR-YESILOVA (BURDUR) [South West  3.6 km]
000199	19710506042435	1971.05.06	04:24:35.70	39.0400	29.7500	034.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	TOKUL-ASLANAPA (KÜTAHYA) [South West  2.5 km]
000200	19710413125238	1971.04.13	12:52:38.70	39.0300	29.8000	041.0	5.4	5.1	0.0	5.4	5.2	5.1	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [North West  2.3 km]
000201	19710308224450	1971.03.08	22:44:50.10	37.4900	29.8400	036.0	5.0	4.8	0.0	5.0	4.8	4.7	Ke	CUVALLI-YESILOVA (BURDUR) [South West  3.2 km]
000202	19710223194123	1971.02.23	19:41:23.00	39.6200	27.3200	010.0	5.3	5.3	5.3	5.3	5.1	5.0	Ke	KUCUKSAPCI-HAVRAN (BALIKESIR) [West 1.2 km]
000203	19710222142744	1971.02.22	14:27:44.90	37.2400	30.3000	047.0	5.3	5.0	4.9	5.3	5.1	5.0	Ke	BOZOVA-KORKUTELI (ANTALYA) [North East  3.1 km]
000204	19710215081957	1971.02.15	08:19:57.10	39.1900	29.3600	032.0	5.3	0.0	5.3	5.2	4.9	4.9	Ke	SEYHLER-HISARCIK (KÜTAHYA) [East 2.5 km]
000205	19701220110146	1970.12.20	11:01:46.80	39.3600	29.2400	026.0	5.5	5.4	5.5	5.3	5.5	5.0	Ke	EMET (KÜTAHYA) [North West  2.3 km]
000206	19701201115730	1970.12.01	11:57:30.00	39.9000	38.9300	026.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	YURTBASI-REFAHIYE (ERZINCAN) [South East  2.1 km]
000207	19701111205811	1970.11.11	20:58:11.90	35.9900	28.2400	035.0	5.2	5.0	5.0	5.2	5.1	4.9	Ke	AKDENIZ
000208	19701005145311	1970.10.05	14:53:11.40	35.0400	39.0000	034.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	SURIYE
000209	19700909052558	1970.09.09	05:25:58.80	38.9700	29.5200	033.0	5.1	4.8	0.0	5.1	4.8	4.8	Ke	SAZ-GEDIZ (KÜTAHYA) [South East  0.6 km]
000210	19700903053210	1970.09.03	05:32:10.20	39.6000	38.7800	022.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	ATMA-KEMAH (ERZINCAN) [North West  2.4 km]
000211	19700702022434	1970.07.02	02:24:34.70	38.8700	36.8100	019.0	5.0	4.8	4.8	5.0	4.8	4.7	Ke	KARAHALKA-PINARBASI (KAYSERI) [South West  1.4 km]
000212	19700701155041	1970.07.01	15:50:41.00	35.2300	31.2900	053.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	AKDENIZ
000213	19700512074106	1970.05.12	07:41:06.80	38.6000	29.3000	033.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	YESILDERE- (USAK) [North West  1.4 km]
000214	19700430164447	1970.04.30	16:44:47.00	39.3200	29.2200	024.0	5.0	4.7	4.6	5.0	4.7	4.7	Ke	YENICE-EMET (KÜTAHYA) [North East  3.5 km]
000215	19700427222443	1970.04.27	22:24:43.00	39.0600	29.5400	011.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	YENIGUNEY-GEDIZ (KÜTAHYA) [South 2.5 km]
000216	19700427093434	1970.04.27	09:34:34.00	38.9800	30.0200	032.0	5.0	0.0	5.0	4.6	4.3	4.5	Ke	EYIDEMIR-DUMLUPINAR (KÜTAHYA) [North East  1.0 km]
000217	19700424033339	1970.04.24	03:33:39.30	39.0100	29.7000	044.0	5.4	5.1	5.1	5.4	5.1	5.1	Ke	CUKUROREN-GEDIZ (KÜTAHYA) [North West  3.3 km]
000218	19700424004001	1970.04.24	00:40:01.40	39.0100	29.8500	032.0	5.1	4.8	5.0	5.1	4.8	4.8	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [East 3.2 km]
000219	19700423090126	1970.04.23	09:01:26.60	39.1300	28.6500	028.0	5.6	5.4	5.4	5.5	5.6	5.2	Ke	YENIKOY-SIMAV (KÜTAHYA) [South West  2.3 km]
000220	19700423071831	1970.04.23	07:18:31.80	38.9400	30.0100	032.0	5.2	4.9	4.9	5.2	4.9	4.9	Ke	ALLIOREN-DUMLUPINAR (KÜTAHYA) [South East  1.4 km]
000221	19700422052406	1970.04.22	05:24:06.00	39.0200	29.7700	037.0	5.3	5.0	5.0	5.3	5.0	5.0	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [North West  3.8 km]
000222	19700419135005	1970.04.19	13:50:05.60	39.6000	30.7000	005.0	5.3	5.3	0.0		0.0	0.0	Ke	AKSAKLI-SEYITGAZI (ESKISEHIR) [South West  4.1 km]
000223	19700419134735	1970.04.19	13:47:35.00	39.0300	29.8000	024.0	5.8	5.6	5.4	5.7	5.8	5.4	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [North West  2.3 km]
000224	19700419133341	1970.04.19	13:33:41.00	40.0000	30.9000	010.0	5.3	4.9	5.0	5.3	5.0	5.0	Ke	TAYCILAR-TEPEBASI (ESKISEHIR) [North West  2.4 km]
000225	19700419132936	1970.04.19	13:29:36.50	39.0300	29.7600	018.0	5.8	5.5	5.6	5.8	5.7	5.5	Ke	TOKUL-ASLANAPA (KÜTAHYA) [South West  3.1 km]
000226	19700416104222	1970.04.16	10:42:22.30	39.0200	29.9100	031.0	5.7	5.3	5.3	5.7	5.4	5.4	Ke	ALINCIK-ALTINTAS (KÜTAHYA) [South East  4.2 km]
000227	19700409101230	1970.04.09	10:12:30.40	39.1100	29.4100	034.0	5.0	4.7	4.8	5.0	4.7	4.7	Ke	AKKAYA-GEDIZ (KÜTAHYA) [North West  1.9 km]
000228	19700407170511	1970.04.07	17:05:11.90	39.3400	29.3200	033.0	5.4	5.1	5.2	5.4	5.2	5.1	Ke	BAHATLAR-EMET (KÜTAHYA) [North West  2.1 km]
000229	19700401155604	1970.04.01	15:56:04.60	39.3200	29.2700	035.0	5.1	4.8	4.9	5.1	4.8	4.8	Ke	EMET (KÜTAHYA) [South East  2.9 km]
000230	19700401080224	1970.04.01	08:02:24.00	38.9000	28.8000	054.0	5.0	4.9	4.8	5.0	4.9	4.9	Ke	OMURLAR-SELENDI (MANISA) [North West  2.6 km]
000231	19700331034651	1970.03.31	03:46:51.10	39.0300	29.7900	035.0	5.0	4.8	4.8	5.0	4.8	4.7	Ke	SARAYCIK-ALTINTAS (KÜTAHYA) [North West  2.8 km]
000232	19700330163236	1970.03.30	16:32:36.50	39.0900	29.5900	030.0	5.1	4.9	5.1	5.0	4.9	4.7	Ke	SAMRALAR-GEDIZ (KÜTAHYA) [North East  0.3 km]
000233	19700330075952	1970.03.30	07:59:52.00	39.3400	29.2600	016.0	5.4	5.2	5.3	5.4	5.3	5.1	Ke	EMET (KÜTAHYA) [South East  0.5 km]
000234	19700330064905	1970.03.30	06:49:05.00	39.4300	29.4000	033.0	5.0	4.8	4.8	5.0	4.8	4.7	Ke	IKIBASLI-EMET (KÜTAHYA) [North 2.9 km]
000235	19700329065624	1970.03.29	06:56:24.40	39.0600	29.7400	029.0	5.4	5.3	5.3	5.4	5.4	5.1	Ke	TOKUL-ASLANAPA (KÜTAHYA) [West 2.6 km]
000236	19700328234400	1970.03.28	23:44:00.10	39.0700	29.7600	032.0	5.3	5.1	0.0	5.3	5.2	5.0	Ke	TOKUL-ASLANAPA (KÜTAHYA) [North West  1.7 km]
000237	19700328231143	1970.03.28	23:11:43.40	39.1500	29.5600	031.0	5.5	5.1	5.1	5.5	5.2	5.2	Ke	AKPINAR-CAVDARHISAR (KÜTAHYA) [North East  1.2 km]
000238	19700328215910	1970.03.28	21:59:10.90	39.2800	29.4600	017.0	5.1	4.8	4.6	5.1	4.8	4.8	Ke	CERTE-EMET (KÜTAHYA) [West 2.9 km]
000239	19700328212328	1970.03.28	21:23:28.00	38.1000	29.2000	033.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	DAGMARMARA-CAL (DENIZLI) [South West  1.7 km]
000240	19700328211201	1970.03.28	21:12:01.00	39.5000	30.3000	005.0	5.3	5.3	0.0		0.0	0.0	Ke	BASOREN- (KÜTAHYA) [South 4.1 km]
000241	19700328211002	1970.03.28	21:10:02.50	38.9000	29.7000	005.0	5.1	5.1	0.0		0.0	0.0	Ke	KARACAHISAR-BANAZ (USAK) [East 6.1 km]
000242	19700328210223	1970.03.28	21:02:23.50	39.2100	29.5100	018.0	7.0	0.0	7.0	6.2	7.0	6.0	Ke	KIZIK-CAVDARHISAR (KÜTAHYA) [North 0.8 km]
000243	19700314015147	1970.03.14	01:51:47.80	38.6200	44.8000	050.0	5.5	5.2	5.2	5.5	5.3	5.2	Ke	TÜRKIYE-IRAN SINIR BÖLGESI
000244	19700103065446	1970.01.03	06:54:46.10	41.8100	43.3500	041.0	5.4	4.8	4.8	5.4	4.8	5.1	Ke	GÜRCISTAN
000245	19691211084629	1969.12.11	08:46:29.10	35.3500	31.2800	030.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	AKDENIZ
000246	19691007184902	1969.10.07	18:49:02.60	39.1600	28.5400	049.0	5.0	4.6	4.4	5.0	4.5	4.9	Ke	IZZETTIN-SINDIRGI (BALIKESIR) [West 2.5 km]
000247	19691007050912	1969.10.07	05:09:12.00	39.2000	28.4000	013.0	5.2	5.0	5.0	5.2	5.1	4.9	Ke	CIKRIKCI-SINDIRGI (BALIKESIR) [North 0.6 km]
000248	19691001203337	1969.10.01	20:33:37.00	39.3200	40.5600	017.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	CATMAOLUK-ADAKLI (BINGOL) [North West  5.3 km]
000249	19690910121400	1969.09.10	12:14:00.80	39.2500	41.3800	052.0	5.6	5.1	5.1	5.6	5.2	5.3	Ke	DIKTEPELER-VARTO (MUS) [West 0.5 km]
000250	19690906203040	1969.09.06	20:30:40.30	36.7300	28.3500	072.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	GÜNLÜCE AÇIKLARI-MUGLA (AKDENIZ)
000251	19690904171848	1969.09.04	17:18:48.60	35.2000	39.1500	045.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	SURIYE
000252	19690814215105	1969.08.14	21:51:05.30	39.5200	27.8700	021.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	PAMUKCU- (BALIKESIR) [South West  1.2 km]
000253	19690704101352	1969.07.04	10:13:52.00	35.3200	27.8900	030.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	AKDENIZ
000254	19690515120556	1969.05.15	12:05:56.80	35.2800	27.7300	046.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	AKDENIZ
000255	19690514100517	1969.05.14	10:05:17.10	35.3300	27.7200	043.0	5.4	5.1	4.9	5.4	5.2	5.1	Ke	AKDENIZ
000256	19690503203114	1969.05.03	20:31:14.40	35.1700	27.7600	053.0	5.0	4.7	4.4	5.0	4.7	4.7	Ke	AKDENIZ
000257	19690501200645	1969.05.01	20:06:45.40	35.3900	27.7300	067.0	5.0	4.7	4.8	5.0	4.7	4.7	Ke	AKDENIZ
000258	19690501180216	1969.05.01	18:02:16.40	35.4100	27.6800	051.0	5.4	5.1	5.1	5.4	5.2	5.1	Ke	AKDENIZ
000259	19690430202032	1969.04.30	20:20:32.00	39.1200	28.5200	008.0	5.3	5.1	5.2	5.3	5.2	5.0	Ke	BARDAKCI-DEMIRCI (MANISA) [South East  0.7 km]
000260	19690427105826	1969.04.27	10:58:26.00	36.5400	28.2100	033.0	5.0	4.7	4.6	5.0	4.7	4.7	Ke	AKDENIZ
000261	19690424144548	1969.04.24	14:45:48.80	36.3500	28.7300	053.0	5.0	4.7	4.8	5.0	4.7	4.7	Ke	AKDENIZ
000262	19690417005438	1969.04.17	00:54:38.20	35.1900	27.8300	055.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	AKDENIZ
000263	19690416232106	1969.04.16	23:21:06.20	35.2300	27.7200	058.0	5.4	5.1	5.0	5.4	5.2	5.1	Ke	AKDENIZ
000264	19690416225540	1969.04.16	22:55:40.50	35.3200	27.7700	052.0	5.4	5.1	4.8	5.4	5.2	5.1	Ke	AKDENIZ
000265	19690416045412	1969.04.16	04:54:12.80	35.3000	27.9000	055.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	AKDENIZ
000266	19690406034933	1969.04.06	03:49:33.90	38.4700	26.4100	016.0	5.9	5.7	5.5	5.9	5.9	5.6	Ke	DALYANKÖY AÇIKLARI-IZMIR (EGE DENIZI)
000267	19690328100217	1969.03.28	10:02:17.40	39.1300	28.4500	037.0	5.2	4.9	4.8	5.2	4.9	4.9	Ke	BARDAKCI-DEMIRCI (MANISA) [West 5.6 km]
000268	19690328014829	1969.03.28	01:48:29.50	38.5500	28.4600	004.0	6.6	0.0	6.6	6.1	6.5	5.9	Ke	SOGANLI-ALASEHIR (MANISA) [North East  3.0 km]
000269	19690325161330	1969.03.25	16:13:30.40	39.0800	28.4400	042.0	5.0	4.7	4.5	5.0	4.7	4.7	Ke	BEGENLER-GORDES (MANISA) [North West  1.7 km]
000270	19690325141852	1969.03.25	14:18:52.10	39.1700	28.4900	034.0	5.1	4.8	4.6	5.1	4.8	4.8	Ke	DEVLETLIBABA-SINDIRGI (BALIKESIR) [South 0.5 km]
000271	19690325132850	1969.03.25	13:28:50.10	38.7800	28.5100	040.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	SARAYCIK-DEMIRCI (MANISA) [South West  1.6 km]
000272	19690325132134	1969.03.25	13:21:34.20	39.2500	28.4400	037.0	6.1	5.8	5.7	5.8	6.1	5.5	Ke	DUVERTEPE-SINDIRGI (BALIKESIR) [North East  1.9 km]
000273	19690324081305	1969.03.24	08:13:05.40	39.0200	28.4100	043.0	5.0	4.7	0.0	5.0	4.7	4.7	Ke	GUNESLI-GORDES (MANISA) [South West  2.0 km]
000274	19690324015934	1969.03.24	01:59:34.00	39.1100	28.5100	030.0	5.3	5.0	5.1	5.3	5.0	5.0	Ke	BARDAKCI-DEMIRCI (MANISA) [South West  1.7 km]
000275	19690323211102	1969.03.23	21:11:02.50	37.9000	27.6000	005.0	5.0	5.0	0.0		0.0	0.0	Ke	DAGKARAAGAC-GERMENCIK (AYDIN) [South West  0.7 km]
000276	19690323210842	1969.03.23	21:08:42.10	39.1400	28.4800	009.0	5.9	5.7	5.8	5.9	5.9	5.6	Ke	BARDAKCI-DEMIRCI (MANISA) [North West  3.5 km]
000277	19690322180055	1969.03.22	18:00:55.00	39.1000	28.6700	028.0	5.0	4.7	4.4	5.0	4.7	4.7	Ke	AKDERE-DEMIRCI (MANISA) [North 3.0 km]
000278	19690304014725	1969.03.04	01:47:25.80	36.9800	31.0400	109.0	5.2	5.1	0.0	5.1	5.2	4.8	Ke	CANDIR-SERIK (ANTALYA) [North West  1.6 km]
000279	19690303005910	1969.03.03	00:59:10.50	40.0800	27.5000	006.0	5.8	5.4	0.0	5.8	5.8	5.6	Ke	ALACAOLUK-GONEN (BALIKESIR) [South West  2.6 km]
000280	19690114231206	1969.01.14	23:12:06.20	36.1100	29.1900	022.0	6.0	5.8	6.0	5.9	6.0	5.6	Ke	KALKAN AÇIKLARI-ANTALYA (AKDENIZ)
000281	19681221003640	1968.12.21	00:36:40.00	36.6000	27.0700	030.0	5.0	4.9	5.0	4.8	4.9	4.5	Ke	ONIKI ADALAR (AKDENIZ)
000282	19681205075211	1968.12.05	07:52:11.10	36.6000	26.9200	031.0	6.1	0.0	6.1	5.7	5.7	5.4	Ke	ONIKI ADALAR (AKDENIZ)
000283	19681204193722	1968.12.04	19:37:22.00	36.5000	27.0200	032.0	5.0	4.7	4.9	5.0	4.7	4.7	Ke	ONIKI ADALAR (AKDENIZ)
000284	19681112060855	1968.11.12	06:08:55.60	36.6400	27.1600	024.0	5.0	5.0	4.9	4.9	5.0	4.6	Ke	ONIKI ADALAR (AKDENIZ)
000285	19681112033739	1968.11.12	03:37:39.00	36.7400	27.1100	026.0	5.1	5.0	5.1	5.0	5.0	4.7	Ke	KOS ADASI (AKDENIZ)
000286	19681111233421	1968.11.11	23:34:21.50	36.6100	27.1500	023.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	ONIKI ADALAR (AKDENIZ)
000287	19681106134105	1968.11.06	13:41:05.60	35.1300	32.7300	065.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	KIBRIS RUM KESIMI
000288	19681103184001	1968.11.03	18:40:01.70	38.8100	29.1100	023.0	5.1	4.8	4.7	5.1	4.8	4.8	Ke	ZAHMAN- (USAK) [West 4.2 km]
000289	19681031032214	1968.10.31	03:22:14.00	36.6200	27.0100	002.0	5.6	5.3	5.6	5.4	5.4	5.1	Ke	ONIKI ADALAR (AKDENIZ)
000290	19681030165135	1968.10.30	16:51:35.20	37.9900	38.5600	003.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	CATBAHCE-SINCIK (ADIYAMAN) [North West  4.2 km]
000291	19681006220710	1968.10.06	22:07:10.90	38.7800	32.5900	037.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	BOGRUDELIK-CIHANBEYLI (KONYA) [South East  1.9 km]
000292	19681006150643	1968.10.06	15:06:43.00	36.9600	26.3800	017.0	5.0	4.7	4.8	5.0	4.7	4.7	Ke	AKDENIZ
000293	19680925205215	1968.09.25	20:52:15.80	39.2400	40.2900	041.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	DALLICA-KIGI (BINGOL) [South West  1.5 km]
000294	19680924041953	1968.09.24	04:19:53.00	39.1900	40.2900	008.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	DARKOPRU-KIGI (BINGOL) [West 0.4 km]
000295	19680903081952	1968.09.03	08:19:52.60	41.8100	32.3900	005.0	6.5	6.1	6.1	6.0	6.5	5.7	Ke	AMASRA (BARTIN) [North 7.0 km]
000296	19680815022943	1968.08.15	02:29:43.10	35.1800	26.7000	048.0	5.4	5.0	4.8	5.4	5.1	5.1	Ke	AKDENIZ
000297	19680810042801	1968.08.10	04:28:01.40	37.0000	43.1300	042.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	IRAK
000298	19680731192929	1968.07.31	19:29:29.70	35.5400	28.0000	049.0	5.2	0.0	5.2	4.9	4.7	4.8	Ke	AKDENIZ
000299	19680727024551	1968.07.27	02:45:51.00	35.4300	27.9200	029.0	5.3	5.1	5.2	5.3	5.2	5.0	Ke	AKDENIZ
000300	19680611060927	1968.06.11	06:09:27.60	38.1500	42.8500	053.0	5.1	5.0	5.0	5.0	5.1	4.7	Ke	BAHCESARAY (VAN) [North East  4.7 km]
000301	19680530174026	1968.05.30	17:40:26.00	35.4500	27.8800	027.0	5.9	5.7	5.6	5.6	5.9	5.3	Ke	AKDENIZ
000302	19680429170155	1968.04.29	17:01:55.60	39.2400	44.2300	017.0	5.6	5.4	5.3	5.6	5.5	5.3	Ke	TÜRKIYE-IRAN SINIR BÖLGESI
000303	19680328005754	1968.03.28	00:57:54.70	38.1000	31.0000	010.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	GELENDOST (ISPARTA) [South West  2.7 km]
000304	19680220165444	1968.02.20	16:54:44.80	36.1500	27.3900	064.0	5.3	5.0	4.9	5.3	5.0	5.0	Ke	AKDENIZ
000305	19680220165044	1968.02.20	16:50:44.00	36.2000	27.1000	064.0	5.0	4.9	0.0	5.0	4.9	4.9	Ke	AKDENIZ
000306	19680207222219	1968.02.07	22:22:19.00	36.6500	26.7400	153.0	5.3	5.0	5.0	5.3	5.1	5.0	Ke	AKDENIZ
000307	19671026045539	1967.10.26	04:55:39.30	37.2200	29.0500	046.0	5.3	5.0	5.0	5.3	5.1	5.1	Ke	ALPA-TAVAS (DENIZLI) [North West  0.6 km]
000308	19670730013101	1967.07.30	01:31:01.80	40.7200	30.5200	018.0	5.7	5.2	5.5	5.7	5.4	5.4	Ke	TEKETABAN-KARAPURCEK (SAKARYA) [North 3.8 km]
000309	19670726185301	1967.07.26	18:53:01.10	39.5400	40.3800	030.0	5.9	5.7	5.6	5.9	5.9	5.6	Ke	KIRDIM-PULUMUR (TUNCELI) [East 4.7 km]
000310	19670722203540	1967.07.22	20:35:40.00	40.7900	30.4200	004.0	5.0	4.7	4.7	5.0	4.7	4.7	Ke	KOPRUBASI-ADAPAZARI (SAKARYA) [South West  1.7 km]
000311	19670722180955	1967.07.22	18:09:55.40	40.7200	30.5100	035.0	5.4	5.0	4.9	5.4	5.0	5.1	Ke	EKINLI-ERENLER (SAKARYA) [North East  3.5 km]
000312	19670722174806	1967.07.22	17:48:06.50	40.6600	30.6200	026.0	5.2	5.0	4.9	5.2	5.0	4.9	Ke	ALAAGAC-AKYAZI (SAKARYA) [North West  0.5 km]
000313	19670722173007	1967.07.22	17:30:07.30	40.7300	30.5300	010.0	5.1	4.8	4.8	5.1	4.8	4.8	Ke	BEDILTAHIRBEY-AKYAZI (SAKARYA) [South West  2.7 km]
000314	19670722171410	1967.07.22	17:14:10.00	40.7000	30.8000	006.0	5.5	4.6	4.7	5.5	4.6	5.2	Ke	BAKACAK-HENDEK (SAKARYA) [South West  0.5 km]
